ticket_id,ticket_created,date_of_issue,time_of_issue,form,method,issue,caller_id_number,type_of_call_or_messge,advertiser_business_number,state,zip,location_center_point_of_the_zip_code
1004858,05/27/2016 04:16:26 AM +0000,5/26/16,7:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),202-754-9731,Live Voice,,TX,78721,"TX 78721
(30.270568, -97.683892)"
1004866,05/27/2016 04:37:50 AM +0000,5/26/16,4:54 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),773-362-8590,Abandoned Calls,,MN,55020,"MN 55020
(44.574717, -93.360109)"
1004870,05/27/2016 04:40:37 AM +0000,5/25/16,8:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,TX,75035,"TX 75035
(33.148007, -96.773918)"
1004878,05/27/2016 04:51:10 AM +0000,5/26/16,10:39 PM,Phone,Wired,Telemarketing (including do not call and spoofing),585-937-3304,Prerecorded Voice,585-937-3304,WI,53151,"WI 53151
(42.97801, -88.096189)"
1004882,05/27/2016 04:58:45 AM +0000,5/26/16,2:41 PM,Phone,Wired,Telemarketing (including do not call and spoofing),850-601-0011,Live Voice,,AZ,85749,"AZ 85749
(32.272901, -110.760648)"
1004893,05/27/2016 05:16:57 AM +0000,5/26/16,4:06 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,203-760-0101,Abandoned Calls,,MD,20906,"MD 20906
(39.083452, -77.060664)"
1004911,05/27/2016 05:35:03 AM +0000,5/26/16,9:22 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),775-624-8950,Live Voice,,NV,89521,"NV 89521
(39.400643, -119.71289)"
1004912,05/27/2016 05:35:09 AM +0000,5/26/16,9:22 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),775-624-8950,Live Voice,,NV,89521,"NV 89521
(39.400643, -119.71289)"
1004913,05/27/2016 05:41:24 AM +0000,5/26/16,8:58 PM,Phone,Wired,Telemarketing (including do not call and spoofing),113-345-1551,Live Voice,,OR,97402,"OR 97402-6435
(44.095081, -123.187873)"
1004924,05/27/2016 05:59:44 AM +0000,5/26/16,9:30 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),702-941-1970,Live Voice,,NV,89011,"NV 89011
(36.081721, -114.979372)"
1004933,05/27/2016 06:08:22 AM +0000,5/26/16,9:45 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),702-726-9513,Live Voice,702-726-9513,NV,89084,"NV 89084
(36.287016, -115.175358)"
1004947,05/27/2016 06:35:43 AM +0000,5/26/16,2:08 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,309-569-5406,Prerecorded Voice,309-569-5406,IL,60084,"IL 60084
(42.267398, -88.138598)"
1004966,05/27/2016 06:58:36 AM +0000,5/25/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,GA,30324,"GA 30324
(33.820329, -84.357547)"
1056792,06/27/2016 05:23:07 PM +0000,6/27/16,10:33 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),844-240-2046,Live Voice,,TN,38301,"TN 38301
(35.601121, -88.839662)"
1056797,06/27/2016 05:25:46 PM +0000,6/27/16,9:00 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),918-288-0616,Live Voice,918-288-0616,OK,74059,"OK 74059
(35.978882, -97.037991)"
1056801,06/27/2016 05:28:44 PM +0000,6/27/16,11:16 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),760-509-8388,Prerecorded Voice,,TX,75088,"TX 75088
(32.89457, -96.546576)"
1056833,06/27/2016 05:41:24 PM +0000,6/27/16,11:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),615-645-1692,Live Voice,,TN,37172,"TN 37172
(36.525255, -86.863113)"
1056835,06/27/2016 05:42:49 PM +0000,6/27/16,12:30 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,248-379-0426,GA,31558,"GA 31558
(30.777128, -81.558651)"
1056836,06/27/2016 05:43:02 PM +0000,6/27/16,11:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),713-409-4567,Live Voice,,TX,78681,"TX 78681
(30.519443, -97.718684)"
1056841,06/27/2016 05:44:48 PM +0000,4/1/15,,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,304-344-9291,NC,27658,"NC 27658
(35.781295, -78.64167)"
1056845,06/27/2016 05:46:48 PM +0000,6/27/16,9:32 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,206-201-1847,Prerecorded Voice,,WA,98028,"WA 98028
(47.755504, -122.246193)"
1056848,06/27/2016 05:48:42 PM +0000,6/27/16,12:35 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),423-388-4036,Prerecorded Voice,,TN,37659,"TN 37659
(36.296566, -82.499086)"
1056849,06/27/2016 05:48:50 PM +0000,6/27/16,12:39 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),248-379-0426,Prerecorded Voice,,NC,27302,"NC 27302
(36.10779, -79.266356)"
1056882,06/27/2016 05:55:08 PM +0000,6/27/16,7:00 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,716-261-4721,Autodialed Live Voice Call,,CA,95816,"CA 95816
(38.57219, -121.467691)"
1056886,06/27/2016 05:56:17 PM +0000,6/27/16,12:42 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),516-231-0148,Prerecorded Voice,516-231-0148,MI,49417,"MI 49417
(43.024775, -86.170723)"
1056925,06/27/2016 06:05:13 PM +0000,6/27/16,11:00 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),910-889-8103,Prerecorded Voice,,NY,10987,"NY 10987
(41.203671, -74.21352)"
1056931,06/27/2016 06:07:28 PM +0000,6/27/16,12:53 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),774-223-8023,Live Voice,,CT,6902,"CT 06902
(41.056693, -73.543154)"
1056932,06/27/2016 06:08:28 PM +0000,6/27/16,11:30 AM,Phone,Wired,Telemarketing (including do not call and spoofing),818-666-4637,Live Voice,,IN,46732,"IN 46732
(41.384555, -85.629691)"
1056934,06/27/2016 06:08:49 PM +0000,6/27/16,12:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),718-690-6274,Live Voice,,TX,76092,"TX 76092
(32.95022, -97.149301)"
1056935,06/27/2016 06:09:13 PM +0000,6/27/16,9:26 AM,Phone,Wired,Telemarketing (including do not call and spoofing),760-288-4561,Live Voice,760-288-4561,CA,92065,"CA 92065
(33.037134, -116.855775)"
1056943,06/27/2016 06:11:00 PM +0000,6/27/16,12:49 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),727-304-1248,Live Voice,,FL,34772,"FL 34772
(28.18766, -81.280584)"
1056946,06/27/2016 06:12:22 PM +0000,6/11/16,4:58 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),423-838-0843,Text Message,,TN,37402,"TN 37402-2777
(35.043472, -85.308146)"
1056951,06/27/2016 06:13:06 PM +0000,6/27/16,12:43 PM,Phone,Wired,Telemarketing (including do not call and spoofing),717-480-4765,Live Voice,,PA,17601,"PA 17601-2804
(40.090607, -76.337953)"
1056958,06/27/2016 06:14:05 PM +0000,6/27/16,11:00 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,844-514-6247,Prerecorded Voice,844-514-6247,IL,60651,"IL 60651
(41.901964, -87.741017)"
1056981,06/27/2016 06:22:06 PM +0000,6/27/16,1:15 P.M.,Phone,Wired,Robocalls,703-759-5806,Prerecorded Voice,,VA,22066,"VA 22066
(39.006537, -77.305768)"
1056988,06/27/2016 06:23:48 PM +0000,6/27/16,10:15 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),888-920-2250,Prerecorded Voice,,OR,97223,"OR 97223
(45.44045, -122.780269)"
1058114,06/28/2016 01:06:02 AM +0000,6/27/16,12:59 PM,Phone,Wired,Robocalls,801-197-5586,Prerecorded Voice,,MD,21037,"MD 21037
(38.920259, -76.542183)"
1056989,06/27/2016 06:23:54 PM +0000,6/27/16,12:15 PM,Phone,Wired,Telemarketing (including do not call and spoofing),972-724-1081,Prerecorded Voice,,TX,75028,"TX 75028-1825
(33.03998, -97.06776)"
1056991,06/27/2016 06:24:20 PM +0000,6/27/16,1:10 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),800-875-5104,Abandoned Calls,,PA,15206,"PA 15206
(40.469595, -79.916935)"
1056993,06/27/2016 06:25:11 PM +0000,6/25/16,11:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),936-242-8690,Live Voice,,GA,30310,"GA 30310
(33.727306, -84.424012)"
1058195,06/28/2016 02:00:46 AM +0000,6/27/16,1:36 PM,Phone,Wired,Robocalls,281-710-0047,Abandoned Calls,,AZ,85082,"AZ 85082-0202
(33.448204, -112.072585)"
1057022,06/27/2016 06:30:54 PM +0000,6/27/16,9:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),818-321-9499,Text Message,,CA,91605,"CA 91605
(34.207788, -118.401658)"
1057025,06/27/2016 06:31:05 PM +0000,6/27/16,10:25 AM,Phone,Wired,Telemarketing (including do not call and spoofing),214-857-4321,Live Voice,,OR,97080,"OR 97080
(45.480533, -122.406605)"
1057026,06/27/2016 06:31:21 PM +0000,6/27/16,12:22 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,248-379-0426,Prerecorded Voice,,TX,79119,"TX 79119
(35.118153, -102.002759)"
1057029,06/27/2016 06:31:47 PM +0000,6/27/16,12:02 PM,Phone,Wired,Telemarketing (including do not call and spoofing),816-584-3750,Abandoned Calls,,WI,53923,"WI 53923-9766
(43.569636, -89.131056)"
1057039,06/27/2016 06:34:59 PM +0000,6/27/16,10:30 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,414-406-9630,Prerecorded Voice,,CA,90267,"CA 90267
(33.885092, -118.40971)"
1057044,06/27/2016 06:36:50 PM +0000,6/27/16,10:43 a.m.,Phone,Wired,Robocalls,,Prerecorded Voice,888-286-5462,AL,35801,"AL 35801
(34.725019, -86.569493)"
1057070,06/27/2016 06:55:22 PM +0000,6/27/16,1:27 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,607-319-8049,Prerecorded Voice,,MD,20854,"MD 20854
(39.038266, -77.203413)"
1057074,06/27/2016 06:57:03 PM +0000,6/27/16,10:26 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),850-466-4104,Prerecorded Voice,850-466-4104,OR,97411,"OR 97411
(43.101619, -124.387857)"
1057079,06/27/2016 06:58:46 PM +0000,6/27/16,11:59 a.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),210-252-5693,Live Voice,210-252-5693,TX,76633,"TX 76633
(31.670224, -97.311826)"
1057083,06/27/2016 06:59:23 PM +0000,6/27/16,10:42 AM,Phone,Wired,Telemarketing (including do not call and spoofing),971-712-7065,Live Voice,971-712-7065,OR,97203,"OR 97203
(45.59319, -122.739048)"
1057107,06/27/2016 07:12:24 PM +0000,6/27/16,12:52 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,919-394-7220,MN,55127,"MN 55127
(45.076246, -93.081326)"
1057108,06/27/2016 07:12:52 PM +0000,6/27/16,2:03 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),843-648-0028,Prerecorded Voice,,DC,20036,"DC 20036
(38.907332, -77.041623)"
1057135,06/27/2016 07:19:09 PM +0000,6/27/16,2:00 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,716-210-8177,Prerecorded Voice,,NY,13210,"NY 13210
(43.034152, -76.126551)"
1057166,06/27/2016 07:27:42 PM +0000,6/27/16,2:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,,FL,34202,"FL 34202
(27.40969, -82.406883)"
1057168,06/27/2016 07:27:50 PM +0000,6/20/16,4:32 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),314-475-9616,Abandoned Calls,,LA,70065,"LA 70065
(30.025776, -90.253589)"
1057215,06/27/2016 07:38:50 PM +0000,6/17/16,12:53 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),262-806-0313,Abandoned Calls,262-806-0313,WI,53189,"WI 53189
(42.959775, -88.270957)"
1057221,06/27/2016 07:40:36 PM +0000,6/27/16,1:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,713-409-4567,TX,75090,"TX 75090
(33.620647, -96.571184)"
1057223,06/27/2016 07:41:20 PM +0000,6/27/16,1:50 PM,Phone,Wired,Telemarketing (including do not call and spoofing),701-321-9493,Live Voice,,MD,20868,"MD 20868
(39.122112, -76.973402)"
1057225,06/27/2016 07:42:17 PM +0000,6/27/16,1:45 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),610-508-4057,Abandoned Calls,,OH,45040,"OH 45040
(39.346713, -84.312577)"
1057227,06/27/2016 07:43:06 PM +0000,6/27/16,,Phone,Wired,Telemarketing (including do not call and spoofing),,Abandoned Calls,423-246-0231,TN,37620,"TN 37620
(36.562826, -82.161801)"
1057261,06/27/2016 07:56:15 PM +0000,6/26/16,11:47 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),818-928-5983,Live Voice,,CA,91745,"CA 91745
(33.998631, -117.970297)"
1057262,06/27/2016 07:56:17 PM +0000,6/27/16,1:42 PM,Phone,Wired,Telemarketing (including do not call and spoofing),202-374-8119,Live Voice,,TX,75204,"TX 75204
(32.801403, -96.789068)"
1057271,06/27/2016 07:58:36 PM +0000,6/27/16,2:20 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),862-249-9510,Live Voice,,FL,33449,"FL 33449
(26.603832, -80.225562)"
1057276,06/27/2016 07:59:22 PM +0000,6/27/16,3:00 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),216-487-7014,Abandoned Calls,,FL,34446,"FL 34446
(28.749753, -82.530351)"
1057278,06/27/2016 07:59:45 PM +0000,6/27/16,11:50 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,657-271-1060,Abandoned Calls,,CA,91745,"CA 91745
(33.998631, -117.970297)"
1057279,06/27/2016 07:59:45 PM +0000,6/27/16,11:34 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Text Message,,AZ,86327,"AZ 86327-5340
(34.542026, -112.186588)"
1057282,06/27/2016 08:01:29 PM +0000,6/27/16,2:50 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),281-647-4152,Prerecorded Voice,,TN,37312,"TN 37312
(35.219482, -84.861912)"
1057310,06/27/2016 08:09:57 PM +0000,6/27/16,2:43 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),618-377-5063,Live Voice,,SC,29672,"SC 29672
(34.740858, -82.947134)"
1057311,06/27/2016 08:10:16 PM +0000,6/27/16,3:00 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,330-222-6306,OH,44022,"OH 44022
(41.442888, -81.402077)"
1057316,06/27/2016 08:12:16 PM +0000,6/27/16,11:21 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),623-349-3845,Abandoned Calls,,AZ,86301,"AZ 86301
(34.583175, -112.437559)"
1057321,06/27/2016 08:13:35 PM +0000,6/27/16,2:41 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),202-754-9130,Prerecorded Voice,202-754-9130,MA,2054,"MA 02054
(42.167469, -71.361242)"
1057323,06/27/2016 08:13:59 PM +0000,6/25/16,4:48 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),513-386-0350,Live Voice,,SC,29672,"SC 29672
(34.740858, -82.947134)"
1057787,06/27/2016 10:24:13 PM +0000,6/27/16,5:15 PM,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,,GA,30286,"GA 30286
(32.896159, -84.336804)"
1057324,06/27/2016 08:14:23 PM +0000,6/27/16,3:06 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),605-653-4229,Prerecorded Voice,,FL,32608,"FL 32608
(29.599968, -82.407157)"
1057327,06/27/2016 08:15:12 PM +0000,6/27/16,2:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,516-874-6336,Prerecorded Voice,,WI,54956,"WI 54956
(44.184145, -88.502076)"
1057330,06/27/2016 08:16:34 PM +0000,6/27/16,8:38 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),800-624-9896,Prerecorded Voice,,AZ,85253,"AZ 85253
(33.546232, -111.957857)"
1057346,06/27/2016 08:19:15 PM +0000,6/27/16,1:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),201-452-4404,Prerecorded Voice,,KS,66216,"KS 66216
(39.012758, -94.740639)"
1057347,06/27/2016 08:19:38 PM +0000,6/25/16,5:38 PM,Phone,Wired,Telemarketing (including do not call and spoofing),256-849-2482,Abandoned Calls,,AL,35057,"AL 35057
(34.140704, -86.947948)"
1057351,06/27/2016 08:21:46 PM +0000,6/27/16,3:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,MD,21702,"MD 21702
(39.461767, -77.448244)"
1057354,06/27/2016 08:24:03 PM +0000,6/27/16,1:58 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,574-598-9797,Prerecorded Voice,,MN,55372,"MN 55372
(44.69733, -93.415144)"
1057362,06/27/2016 08:25:16 PM +0000,6/27/16,5:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),311-971-1854,Live Voice,,MI,48017,"MI 48017
(42.536131, -83.150359)"
1057366,06/27/2016 08:26:33 PM +0000,1/1/10,,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,972-279-5700,OH,43235,"OH 43235
(40.103033, -83.054025)"
1057370,06/27/2016 08:28:31 PM +0000,6/27/16,02:15 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,855-215-6313,TX,75070,"TX 75070
(33.17408, -96.697468)"
1057371,06/27/2016 08:28:34 PM +0000,6/27/16,2:14 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),202-993-8739,Live Voice,,IL,61701,"IL 61701
(40.477518, -88.990272)"
1057382,06/27/2016 08:29:47 PM +0000,6/27/16,10:47 a.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,204-705-0517,Prerecorded Voice,204-705-0517,NJ,7034,"NJ 07034
(40.881697, -74.382055)"
1057385,06/27/2016 08:29:55 PM +0000,6/27/16,1:27 PM,Phone,Wired,Robocalls,801-901-8827,Autodialed Live Voice Call,,UT,84171,"UT 84171
(40.62, -111.81)"
1057431,06/27/2016 08:45:48 PM +0000,6/27/16,2:40 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),785-925-3490,Prerecorded Voice,,IL,60422,"IL 60422
(41.538878, -87.684751)"
1057456,06/27/2016 08:53:54 PM +0000,6/27/16,12:38 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),800-655-4555,Live Voice,,CA,90706,"CA 90706
(33.88777, -118.127923)"
1057457,06/27/2016 08:54:17 PM +0000,6/27/16,2:47 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,954-464-8675,Prerecorded Voice,,TX,76310,"TX 76310-7037
(33.826729, -98.535406)"
1057459,06/27/2016 08:54:57 PM +0000,6/27/16,3:44 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),830-460-2090,Prerecorded Voice,470-204-6015,NC,27539,"NC 27539
(35.679834, -78.789854)"
1057502,06/27/2016 09:04:00 PM +0000,6/27/16,11:20 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,586-315-4090,MI,48047,"MI 48047
(42.675261, -82.77923)"
1057505,06/27/2016 09:04:10 PM +0000,6/27/16,03:25 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),954-464-8675,Live Voice,,NC,27615,"NC 27615
(35.895425, -78.63613)"
1057507,06/27/2016 09:04:38 PM +0000,6/27/16,1:45 PM,Phone,Wired,Telemarketing (including do not call and spoofing),516-635-4085,Live Voice,516-635-4085,NY,10023,"NY 10023
(40.774705, -73.980101)"
1035144,06/14/2016 05:31:33 PM +0000,6/14/16,12:25 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),704-413-0344,Live Voice,,NJ,8648,"NJ 08648
(40.279477, -74.725363)"
1057511,06/27/2016 09:06:14 PM +0000,6/27/16,,Phone,Wireless (cell phone/other mobile device),Robocalls,607-319-8049,Prerecorded Voice,,TX,75035,"TX 75035
(33.148007, -96.773918)"
